id,codep,codmun,codind,nomind,manmue,periodo,edadR,casos,poblacion,tasa,casosh,poblacionh,tasah,casosm,poblacionm,tasam,sincasos,sinpoblacion,sintasa,rural,urbano,sinfor,despazado,otro,discapacitado,nodiscapacitado,sinfodiscapacitado,amarillo,blanco,indigena,mestizo,mulato,negro,sinfraza,total
1,91,91001,72,"Tasa de muertes por causas externas en niños, niñas y adolescentes",MUERTES POR CAUSAS EXTERNAS,2021,4,5,6395,78.18608287724786,5,3266,153.09246785058176,0,3129,0,0,0,0,0,5,0,0,5,0,5,0,0,2,1,2,0,0,0,5
2,91,91001,73,"Tasa de Homicidios en niños, niñas y adolescentes",VIOLENTA - HOMICIDIO,2021,4,3,6395,46.91164972634871,3,3266,91.85548071034906,0,3129,0,0,0,0,0,3,0,0,3,0,3,0,0,1,1,1,0,0,0,3
3,91,91001,74,"Tasa de suicidios en niños, niñas y adolescentes",VIOLENTA - SUICIDIO,2021,4,1,6395,15.63721657544957,1,3266,30.61849357011635,0,3129,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
4,91,91001,76,"Tasa de muertes por accidentes de transporte en niños, niñas y adolescentes",VIOLENTA - TRANSPORTE,2021,4,1,6395,15.63721657544957,1,3266,30.61849357011635,0,3129,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
5,91,91001,110,Tasa de muertes por causa externa (18 - 28 años),MUERTES POR CAUSAS EXTERNAS,2021,5,13,9868,131.738954195379,13,5282,246.11889435819765,0,4586,0,0,0,0,2,11,0,0,13,0,13,0,0,1,2,9,0,0,1,13
6,91,91001,111,Tasa de Homicidios (18 - 28 años),VIOLENTA - HOMICIDIO,2021,5,9,9868,91.20389136603161,9,5282,170.39000378644454,0,4586,0,0,0,0,0,9,0,0,9,0,9,0,0,1,0,7,0,0,1,9
7,91,91001,112,Tasa de suicidios (18 - 28 años),VIOLENTA - SUICIDIO,2021,5,3,9868,30.40129712201054,3,5282,56.79666792881485,0,4586,0,0,0,0,1,2,0,0,3,0,3,0,0,0,1,2,0,0,0,3
8,91,91001,114,Tasa de accidentes de transporte (18 - 28 años),VIOLENTA - TRANSPORTE,2021,5,1,9868,10.133765707336845,1,5282,18.93222264293828,0,4586,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
9,91,91798,110,Tasa de muertes por causa externa (18 - 28 años),MUERTES POR CAUSAS EXTERNAS,2021,5,1,715,139.86013986013987,1,380,263.1578947368421,0,335,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
10,91,91798,112,Tasa de suicidios (18 - 28 años),VIOLENTA - SUICIDIO,2021,5,1,715,139.86013986013987,1,380,263.1578947368421,0,335,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
11,05,5002,110,Tasa de muertes por causa externa (18 - 28 años),MUERTES POR CAUSAS EXTERNAS,2021,5,3,3047,98.45749917952085,2,1671,119.68880909634949,1,1376,72.67441860465117,0,0,0,3,0,0,0,3,0,3,0,0,1,0,2,0,0,0,3
12,05,5002,111,Tasa de Homicidios (18 - 28 años),VIOLENTA - HOMICIDIO,2021,5,1,3047,32.81916639317361,0,1671,0,1,1376,72.67441860465117,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
13,05,5002,112,Tasa de suicidios (18 - 28 años),VIOLENTA - SUICIDIO,2021,5,1,3047,32.81916639317361,1,1671,59.844404548174744,0,1376,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
14,05,5002,114,Tasa de accidentes de transporte (18 - 28 años),VIOLENTA - TRANSPORTE,2021,5,1,3047,32.81916639317361,1,1671,59.844404548174744,0,1376,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
15,05,5030,72,"Tasa de muertes por causas externas en niños, niñas y adolescentes",MUERTES POR CAUSAS EXTERNAS,2021,4,2,2762,72.4112961622013,2,1405,142.34875444839858,0,1357,0,0,0,0,1,1,0,0,2,0,2,0,0,0,0,1,0,0,1,2
16,05,5030,73,"Tasa de Homicidios en niños, niñas y adolescentes",VIOLENTA - HOMICIDIO,2021,4,2,2762,72.4112961622013,2,1405,142.34875444839858,0,1357,0,0,0,0,1,1,0,0,2,0,2,0,0,0,0,1,0,0,1,2
17,05,5030,110,Tasa de muertes por causa externa (18 - 28 años),MUERTES POR CAUSAS EXTERNAS,2021,5,9,5694,158.06111696522655,9,2919,308.3247687564234,0,2775,0,0,0,0,8,1,0,0,9,0,9,0,0,0,0,8,0,0,1,9
18,05,5030,111,Tasa de Homicidios (18 - 28 años),VIOLENTA - HOMICIDIO,2021,5,8,5694,140.49877063575693,8,2919,274.06646111682085,0,2775,0,0,0,0,7,1,0,0,8,0,8,0,0,0,0,7,0,0,1,8
19,05,5030,114,Tasa de accidentes de transporte (18 - 28 años),VIOLENTA - TRANSPORTE,2021,5,1,5694,17.562346329469616,1,2919,34.258307639602606,0,2775,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
20,05,5031,72,"Tasa de muertes por causas externas en niños, niñas y adolescentes",MUERTES POR CAUSAS EXTERNAS,2021,3,1,2921,34.23485107839781,1,1488,67.20430107526882,0,1433,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
21,05,5031,73,"Tasa de Homicidios en niños, niñas y adolescentes",VIOLENTA - HOMICIDIO,2021,3,1,2921,34.23485107839781,1,1488,67.20430107526882,0,1433,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
22,05,5031,72,"Tasa de muertes por causas externas en niños, niñas y adolescentes",MUERTES POR CAUSAS EXTERNAS,2021,4,2,3057,65.42361792607132,1,1556,64.26735218508998,1,1501,66.62225183211193,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,2,2
23,05,5031,75,"Tasa de muertes por otros accidentes en niños, niñas y adolescentes",VIOLENTA - ACCIDENTAL,2021,4,1,3057,32.71180896303566,1,1556,64.26735218508998,0,1501,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
24,05,5031,73,"Tasa de Homicidios en niños, niñas y adolescentes",VIOLENTA - HOMICIDIO,2021,4,1,3057,32.71180896303566,0,1556,0,1,1501,66.62225183211193,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
25,05,5031,110,Tasa de muertes por causa externa (18 - 28 años),MUERTES POR CAUSAS EXTERNAS,2021,5,11,4986,220.6177296430004,11,2534,434.0962904498816,0,2452,0,0,0,0,9,2,0,0,11,0,11,0,0,0,0,8,0,0,3,11
26,05,5031,113,Tasa de otros accidentes (18 - 28 años),VIOLENTA - ACCIDENTAL,2021,5,2,4986,40.11231448054553,2,2534,78.92659826361484,0,2452,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,2,0,0,0,2
27,05,5031,111,Tasa de Homicidios (18 - 28 años),VIOLENTA - HOMICIDIO,2021,5,8,4986,160.4492579221821,8,2534,315.70639305445934,0,2452,0,0,0,0,6,2,0,0,8,0,8,0,0,0,0,5,0,0,3,8
28,05,5031,114,Tasa de accidentes de transporte (18 - 28 años),VIOLENTA - TRANSPORTE,2021,5,1,4986,20.056157240272764,1,2534,39.46329913180742,0,2452,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
29,05,5034,72,"Tasa de muertes por causas externas en niños, niñas y adolescentes",MUERTES POR CAUSAS EXTERNAS,2021,3,1,3897,25.660764690787786,1,2047,48.85197850512946,0,1850,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
30,05,5034,74,"Tasa de suicidios en niños, niñas y adolescentes",VIOLENTA - SUICIDIO,2021,3,1,3897,25.660764690787786,1,2047,48.85197850512946,0,1850,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
31,05,5034,72,"Tasa de muertes por causas externas en niños, niñas y adolescentes",MUERTES POR CAUSAS EXTERNAS,2021,4,1,4064,24.606299212598426,1,2128,46.992481203007515,0,1936,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
32,05,5034,73,"Tasa de Homicidios en niños, niñas y adolescentes",VIOLENTA - HOMICIDIO,2021,4,1,4064,24.606299212598426,1,2128,46.992481203007515,0,1936,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
33,05,5034,110,Tasa de muertes por causa externa (18 - 28 años),MUERTES POR CAUSAS EXTERNAS,2021,5,12,7942,151.0954419541677,12,4386,273.59781121751024,0,3556,0,0,0,0,6,3,3,0,12,0,12,0,0,0,0,11,0,0,1,12
34,05,5034,113,Tasa de otros accidentes (18 - 28 años),VIOLENTA - ACCIDENTAL,2021,5,1,7942,12.591286829513976,1,4386,22.79981760145919,0,3556,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
35,05,5034,111,Tasa de Homicidios (18 - 28 años),VIOLENTA - HOMICIDIO,2021,5,8,7942,100.73029463611181,8,4386,182.3985408116735,0,3556,0,0,0,0,4,2,2,0,8,0,8,0,0,0,0,7,0,0,1,8
36,05,5034,112,Tasa de suicidios (18 - 28 años),VIOLENTA - SUICIDIO,2021,5,2,7942,25.182573659027952,2,4386,45.59963520291838,0,3556,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,2,0,0,0,2
37,05,5034,114,Tasa de accidentes de transporte (18 - 28 años),VIOLENTA - TRANSPORTE,2021,5,1,7942,12.591286829513976,1,4386,22.79981760145919,0,3556,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1
38,05,5036,72,"Tasa de muertes por causas externas en niños, niñas y adolescentes",MUERTES POR CAUSAS EXTERNAS,2021,4,1,550,181.8181818181818,1,273,366.3003663003663,0,277,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
39,05,5036,75,"Tasa de muertes por otros accidentes en niños, niñas y adolescentes",VIOLENTA - ACCIDENTAL,2021,4,1,550,181.8181818181818,1,273,366.3003663003663,0,277,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
